userId itemId rate date
AG6KOTELPHER2OTJPI66DLY3TV6Q B01GQPXB3U 5.0 2019-08-12
AEGKNKFV3NXPHZANRCMZXMXSKI6Q B00C9TEBJQ 5.0 2014-06-23
AEX2TEA6IUHG4Q7KNI4FKHBXG3JQ B004AM624C 2.0 2013-11-29
AGPDT5STWJPW57RCP27S3L3335NQ B000KFRSG4 4.0 2011-10-18
AFZGXRZXU3KXQXJWLEYZHSRG5NHQ B008E55BYS 4.0 2019-03-22
AEGCCPCRSRIDNX4E2WEEME6G6NLQ B004Q3C98S 4.0 2012-07-11
AELJJ43JEPPPIHNUAMFWFC5XYJXQ B001M4HXB2 3.0 2015-10-14
AFFRQ4KQ2QDVGRHWNPV3Z5LRLAPA B00UYTU6Z6 5.0 2016-07-21
AGI64IFKVA6CREFXN763IFKVGEHA B01A6EO0N2 5.0 2019-12-03
AGBJV3XW2V3EMPRQ3SFJR4ITVWTQ B00M8ABEIM 4.0 2014-11-12
AGUPKBMCOPBY5MEOMKNW3QMMP7IA B00SOL9ZLC 3.0 2016-04-22
AH36R3AORLH2ASVIQRSS4HGK5BSA B00S51XHUQ 3.0 2020-01-30
AEFZTHDT72RLXBNNZE4RAD67LRBA B0134EU9YA 5.0 2018-01-30
AHWNSKQUQZIXGRWJ4Q6XMPXXIFQQ B005HP3PNM 4.0 2017-07-14
AFYCG62G3VNV7B5A6K7OQO4CZ5GA B0001IM95U 5.0 2013-05-05
AGIF5REWWLDSE3OMSXWECCNSUWQA B006T9ZKAQ 4.0 2013-05-06
AH6L2D3CIUODF3RFOZ27IFO5ARIQ B00QPP7TQC 4.0 2018-11-10
AHOAIHTLU2EPEXWILS2WF73JULLA B001C0DJL4 5.0 2013-12-06
AHNXCNOCP7EYEL6SQKFDFX4JEI2A B00K73NSXQ 5.0 2017-03-18
AHAHYYUKMLOTSMH6NKNEK3HYOQRQ B001TH7GUK 5.0 2013-04-10
AFFSYBPBBDBZ43FLQHIFSEPDIVTA B00TS1AZCA 5.0 2015-06-09
AH3PWYPY5UOQD33MRYMQZCC7AVOQ B004Q3C98S 5.0 2012-11-13
AEYNK343XPUBW6OA2TUYU35LOZVQ B006TZE0UQ 4.0 2017-05-11
AFKNT5JDDGNK277K2GZ73HCVDPEA B00IMB47TY 5.0 2013-10-28
AEKN7CLPDSZ5ZXNS4J5BBSL5R4VQ B01DN7NM4M 4.0 2016-10-04
AGWQVH4PY45TNFZXXHWFIODTRINA B00GRX5R2U 5.0 2017-06-15
AEL5GHSLQNRRZOWKSN345DENJS7Q B006JINHYS 4.0 2011-02-22
AGX724ZVPWKEX6L5HD6UNR2ODFHA B00P73B1E4 5.0 2016-04-09
AFO6AOEFORZINDVRB5QCLRBYNISQ B00001P4ZH 4.0 2015-12-03
AEFAFPQL73V5KCWLSMGBXWM6MAVQ B00CD8AFFW 4.0 2014-08-07
AFU3UEC2XKAIINYUNGV5TZAPYMZA B0001IM95U 5.0 2017-11-15
AE4JXTRIN3ANZZVSPJQARJTUYQLQ B00S51XHUQ 5.0 2020-09-07
AFOQO2OGDYIQFNHMMZYZF34NUAJA B00NOP53AA 5.0 2014-10-30
AGWU2FFIR7TU6XLWM67XI3FWAXKA B00JP12170 5.0 2014-09-08
AGOWMZ3ZII7KDOIODN56KAP4IDBQ B007JPVYFO 5.0 2013-10-31
AFK67TF7U5GVHY2RPV2GVL4UJQBA B01D5H8IIU 5.0 2020-05-27
AG6HL7LDLYLACEUZF6IMKTWOZEEA B00UBM1SL2 5.0 2015-12-24
AGMTMVQSEJ3LADTEJO5MPK6CQHRA B00M9G5Y8Q 4.0 2015-07-22
AFP2P2M6AOZQ6FODEE5KAUHM66AQ B00O0JHDSE 4.0 2016-09-17
AHZE7HOTIGEUGVOKJRVSYV6NC2CQ B004WYV8Z6 5.0 2019-03-25
AFODWRWEJW2K25YD526TCP42T2FA B00HD9VN6G 5.0 2016-06-07
AFTNETWRNY7TEHI5AYFOEYA34NEQ B00CPQJFFS 5.0 2017-12-11
AGJLFE7TKT57AR6VSXQF7WBSQRUQ B003L1ZYZ6 5.0 2016-12-19
AFS7AMKPQ5HR33QCW6GGFVD6IRCA B00KG8K5CY 5.0 2018-01-28
AF5VYNP7S6SL4LHU5FRE4BZH3YYA B00UFBZOKK 5.0 2017-06-04
AGOWMZ3ZII7KDOIODN56KAP4IDBQ B00J3KA8JG 5.0 2014-01-20
AEWLPS522BA4RBX7RKO5XVVLA5QQ B005G306I2 5.0 2012-07-12
AG2KMRMU3IQ37GMKF22FX4YOTK3Q B01GGKYJG8 4.0 2019-12-28
AGAG7XF5EQJJLMYE4D7OJM6XNWZQ B01G26R7LA 5.0 2017-12-21
AFBLCXJ57N7SSETZCP3KGGZGLGSA B017IGERDE 4.0 2017-01-19
AEDW3K7R7JZCK2ZKBTQ23NLZELCQ B00OTJZNI2 5.0 2020-07-18
AGDH6QCVE2OXC67JLGZIZHHRVRGQ B004KJE8FU 4.0 2019-06-29
AFM5RC522LFOCO36C4RIJQGEVYWQ B015S0Y50M 4.0 2014-10-01
AGN5EHM45H3HWW47PF7YEFA6ROIQ B00P73B1E4 5.0 2015-09-22
AE6JBNDZIKU2OK57CGK4CRVDFJSA B011BRKPLE 4.0 2017-08-11
AEUNUIFTMYUSZYTYUBXALQVVOF4A B0051SQYBU 5.0 2018-01-20
AHTYPLNGOPC7VYADFUITMVI44AFA B00EP71ETU 5.0 2018-07-08
AH6HHLXD4KUTLRHWWIXNNZ3T27BA B005LFT3QG 5.0 2019-01-31
AGM3IGPSJRPG2R35RDLVTNXI6YVA B01DN7NM4M 5.0 2016-10-26
AE4JXTRIN3ANZZVSPJQARJTUYQLQ B00NJNDGFG 5.0 2020-09-07
AHQOGLMIJYZCO2OXPJM7X73BBXUQ B00MYTSN18 5.0 2018-03-19
AGPPLKGOCWVP4O2LWQE34BSXKU5A B00BCWALHM 5.0 2017-07-13
AGMNM6ESKXXOWTQ4KULRQ4BBXKVA B00NH134L6 5.0 2013-06-25
AEITJG5PYBONENLB5HBCWSU2QVFA B009D79VH4 5.0 2014-01-14
AEX2TEA6IUHG4Q7KNI4FKHBXG3JQ B000V9D5LG 5.0 2009-03-09
AFT2AYSZ3ZGAQEMQ7ENSLXKMJHIA B00006B7DA 5.0 2013-04-14
AGBUS3HQIHMFNS2K25EI2ERCEFKQ B00L7UZMAK 5.0 2015-12-23
AFT3AIQ4L7HDY2QWZYVSC7ATVFFQ B00I3LUY68 2.0 2015-03-18
AFMFMQ47CXEKUYR7MABJEXK5HIVQ B00E3W15P0 5.0 2014-02-07
AFP2P2M6AOZQ6FODEE5KAUHM66AQ B01FRPSPB8 2.0 2018-08-07
AFAYKF4OAONWRCQGSQPO5REP5XVA B00NH134L6 5.0 2017-08-29
AHSH2Y2TTH3OQZSY7475FSY6HRVQ B00KHZXX5C 5.0 2015-10-19
AF5FH5YTXLVSUP3VY7GBUPAQI43A B00CKA1IYU 5.0 2016-01-10
AGOYVDFFOVFHAT7CVDOW37UN47RQ B00E3W1726 5.0 2014-04-22
AGR6VNECDCVVETLRWHOEGU4ZO3GA B01G844L88 5.0 2018-07-31
AGYDRB7KXGP5YI6BVLTD4RDCJLKQ B015CWR4M2 5.0 2016-04-07
AEYONKPC772ZOPD46DXT45RKZ75Q B001F7AJKI 1.0 2015-03-15
AEMIKNMPVWRQQPVPRYYATHYY7XMQ B00C5K8D5W 5.0 2015-01-15
AF52ARKRCNSHLRPMI2TF64MFBVRQ B00846UAZM 5.0 2014-08-06
AF25ZVYGKH7L5RDRBFZGOGD5NXGA B00BCWALHM 5.0 2014-09-08
AEMNVK322SGZC7PDI7YWDY74X5RA B006T9ZKAQ 5.0 2009-09-01
AGCVKHDWOR2LFLAP3QGM4CWSIXDA B00M8ABEIM 5.0 2017-05-23
AHOFJ4WGCSBXASIDR5KNCSY5L4DQ B005LFT3MA 5.0 2017-05-16
AEW3RPH7T5DSG6WVUVCDAKLXNVMA B007YX9O94 3.0 2013-01-20
AFP32XDBI2NRHRNIOM5W4MQTOGMQ B00C5K8DM0 5.0 2015-09-24
AGIXQX7KP5Y3FHKJF4Q42CSQ5RKQ B000YA33DC 5.0 2015-07-25
AF3G7MCL3KLKOHS4QLM6N3BBXZZA B00BBD7NFU 5.0 2014-10-23
AHNT57OH2IKCQRZAOUL4ALXQBVRA B016W3KCW4 5.0 2018-08-24
AGV2HOMP5FOJEKOZ2GY3AYU5R4EQ B00LRYUJQS 5.0 2019-11-03
AHVYA5IFFAD2YDXEWISFNGI7YZEQ B001KELVS0 5.0 2012-11-30
AHQQK7HSYN3J6KHCCPRVDWD57IUA B00KHRYR0U 5.0 2015-10-27
AHYIPP2VQKFD75JE2RTRBIG72SEQ B008LTBJK2 5.0 2017-03-20
AFFRQ4KQ2QDVGRHWNPV3Z5LRLAPA B00UYTTXSM 5.0 2016-07-21
AHRP4FSGCLKG63YJIH2KZTLFXC6A B0134EU9YA 5.0 2016-09-26
AG5VL3PISXFIVLAFOQ33YUKS5R2A B00B2HOPZ6 5.0 2016-01-29
AHDGEYDIEK2S7LM5ZZVKW6KQKWJQ B00LPESRUK 2.0 2016-05-19
AE2LM7K4VCIYNQGQL4LDIAY4YH5Q B00JIXRXKA 5.0 2017-03-09
AE4M65GFDYJHDZPE4Z2WUDUOTI2A B000EBBJ6Y 5.0 2019-07-08
AEMNVK322SGZC7PDI7YWDY74X5RA B0001IM95U 5.0 2009-09-01
AEYKX43Z2L77Z7TSODYXTTZ2VY6Q B007AB9JK4 5.0 2019-07-05
AGGUCVN3MYDFCDD76RGBAJ5LF3JA B00S9Q9VS4 5.0 2018-12-03
AGJKNYOCTBSKBRGOQJ7OCKQCQVPA B00J8E8XT4 5.0 2017-03-19
AEAQADN2RKSOQMVGLRWVVRN4O5UA B001CQT0X4 5.0 2019-09-27
AGZBSWCFVXRUKGA6PKGMKMG5H4XA B004W7HEMO 5.0 2014-06-27
AFPALIU7KZ46VBBMM6ZR57ZKOJKA B00TIJMF84 4.0 2015-04-24
AHV3WP7AUT75MACKVBCCMC4O745Q B009D79VH4 4.0 2014-10-06
AEBD4PR6ITXB6KYHS47UOS3ZGNCA B00RHD860O 5.0 2016-05-18
AEUYNWIJNTSPLCBOQWRV46IQMNXA B00SOL9Z1M 4.0 2015-10-14
AGUPKBMCOPBY5MEOMKNW3QMMP7IA B00E3W15P0 5.0 2014-01-03
AHQVBKKFXOAYHZJU5K26QE2EEIEQ B004UTQRHW 5.0 2020-01-17
AHBZRCOQZZACRGMLHA6YEHVZDWAA B00846UAZM 5.0 2017-08-14
AEDLLIAACBFTFQYOZ4WUY4W5CKKQ B00BBD7NFU 1.0 2015-12-29
AHWCFQPDCLFH6LUYHU2VIBIKR3FA B00S51XHUQ 5.0 2020-03-14
AFON4VFZ7AS5TXIWUQHJD7G6T5HA B00J3KA8JG 5.0 2015-02-28
AFFGUYHYIPG7KJU3W4NIPMEZY36Q B00OTJZNI2 5.0 2020-02-25
AHQQK7HSYN3J6KHCCPRVDWD57IUA B00SOL9ZH6 5.0 2015-10-27
AHNHT7YW4FRHUR4O4YNNAZU3SLUQ B003L1ZYZ6 5.0 2018-06-07
AHBCJE5VYWFBOEU3XGJVYOZW3UBQ B00P0GI68M 5.0 2017-01-21
AGRYXO4AW5UEUOXHI7IBKPV5UV7Q B009JP5MUU 5.0 2018-11-15
AFYGSYN3SA5P2WKZ7SNDFUWGH5IQ B00NH12O5I 4.0 2019-06-05
AFNYS3SQKDPVRB4IJVKWRXISKAGA B00GKFSNYY 4.0 2016-11-12
AEOXNSEMWJ6JIWB2UBY7DXQKOMTQ B000KL5T9G 5.0 2017-07-27
AF25ZVYGKH7L5RDRBFZGOGD5NXGA B00HCMZ2AC 5.0 2015-06-07
AE2EWPPQZVKDNOH5WXIKCP5CVKOQ B00QV1F0TS 5.0 2018-08-21
AG3AHJZXER5PF2P7SUZG3PZA5XGQ B00BCWALHM 5.0 2014-08-29
AE73SJI6RQ25CMY6Z4PUIP5J4QGA B006T9ZKAQ 5.0 2014-03-20
AGLWGI4ABZ24NCBQDRJNAQLHWISA B004Y1AYAC 5.0 2015-08-23
AHOBBOVDNWLPJ7OM6P3WJR2BE5IA B00L36CEYU 5.0 2017-06-14
AGI26CORPDQQ42H4OY6Y6QSDN43Q B003M0NURK 5.0 2015-08-13
AE4WDBCDIZTXNVSKEFC2EEIUGUUA B002VPE1Q6 5.0 2016-06-13
AGXNNYYMHJMZKU5J2RVXGM4W2JXQ B00OTJZNI2 5.0 2020-09-04
AHS6UAF6THKFF2QEKBRXKMCUZG7A B00OTJZNI2 4.0 2017-06-24
AEVCEYAN7TIXWEL4XNJAQGPNH5ZA B01DZW6PY4 5.0 2019-02-11
AGN7PLNV5ZUTOEXCOLM4SGG4JT2Q B00005K47X 3.0 2014-01-15
AHWQCIP56DIFRERU5BADKMVFRUOQ B009D79VH4 3.0 2014-10-27
AH7EN2STDX76QPOB4A2XOYUHYO4Q B00SOL9ZH6 5.0 2016-03-11
AG2WHFE42BADLZW3KICCL2FSMMBQ B008ALA6DW 5.0 2014-01-09
AGKGJJXFW5DTOY6A3JE4WZUS7CMA B01CNAUYBY 4.0 2016-07-13
AGB6M465HOXKMDFEFCGFEOEIX3YA B00D76RNLS 5.0 2019-03-20
AHS7LOFAQAWTFAXQKSMIBBEMXBFA B00K73NSU4 5.0 2019-06-04
AEO256EFFKL7MZOPRIIJLKKNUFPA B00JKCHNOU 5.0 2018-04-14
AEUIROESI3MRY72Z2SH3NZHUSM5Q B00GCDJBMM 5.0 2015-11-07
AHAR7CNKIU7YSLP45YPGP2R56GQQ B000FNFSPY 5.0 2016-11-16
AEP5QWIZSEHZD6HJBYIKDGPKDG7Q B00007EDZG 5.0 2011-11-23
AHKHIJCLFA4ZSB65XQOPYW4D7WPQ B001NS0OZ4 5.0 2013-12-23
AGISF5KM66QRSP75YEUDWMF2GLRQ B002YU83YO 3.0 2014-01-04
AH325RPLRTJGGZEN2OTKG3LDIS2Q B00G9WHMCW 5.0 2019-05-04
AGFLH4QM2LB43OFFNGJTE6MFAJLA B01DW2BJWU 1.0 2017-10-31
AFGFAGJM75DC3NEDCFD3535WMMUA B00BQ4F9ZA 4.0 2014-03-23
AFWKRHLV2P32UZUYI3O2JFTS5WPQ B00904WS2K 5.0 2015-10-25
AGVT6SLSPE3IWOUWBGB2O2LNPZCA B00SOL9Z1M 5.0 2019-06-11
AEEISEREVI5ATODVYEGBIIOM66UQ B00B1862X4 5.0 2013-02-17
AHRH4HOKYIOAZCFHI2KW2VYDTJBA B005JRH9V2 5.0 2016-05-05
AFVVMSRAP3C2VKEXXNG73FQQQMWQ B00NH134L6 5.0 2012-11-29
AH5X6ZR757BTOLF4YH5T7PROXXTQ B006JINHYS 4.0 2015-05-09
AF4KFQSDHLUX7C2IDGCVX43AUMTQ B01AAKZRPW 5.0 2016-09-27
AG4TCGBVAWQEAGMOSG7UMV6TDFJQ B00M7D93Q0 5.0 2014-10-20
AGKKCW2QVCMH5P6SPZ2SPEQAHL6A B001F7AJKI 5.0 2012-02-10
AEF3MYBBAE7KGGTBYWFCZUYIMO5Q B00S51XM5Q 5.0 2018-08-13
AGGTK7AEZTHFWSJOYDOJPHTCLE2Q B00LEFYF4M 5.0 2014-12-04
AHR3RB5EUBGHLESDECZ4XPJ5AXQQ B007BJHETS 5.0 2015-02-22
AHJXY5KSMO3RRNLZFSCXMCVMYMZA B00M562LF4 5.0 2016-05-14
AGVEZGTMAIQWNMLXMUMWZI3VMBNQ B00LM2Y2WC 5.0 2019-11-18
AECA6B5M4LLQPT5F7NO6JKFRT5DA B00L3KO5WK 4.0 2019-10-20
AHPC6MHCKDGGRBID7KT5I32KC6SA B01ER2SKFS 5.0 2017-04-09
AFETW4IAOWAW3IRLID3HLQFDT4IA B001C0DJL4 3.0 2015-02-24
AEN4YQ2NPENMRNUH7KH3GFALF63Q B00P73B1E4 5.0 2017-02-11
AGLWGI4ABZ24NCBQDRJNAQLHWISA B00CZ6FEG2 5.0 2015-08-23
AFKIFXEBM5AOBCS5V7WPKAHRPZYA B00001P4ZH 2.0 2010-06-03
AEJ77D6I4GA4YB3I47AXEXRMKATQ B00HL862QK 5.0 2017-02-19
AFKXIMMGZCKZDULWTVYUI6EEJMXA B00GARWQX6 3.0 2016-01-23
AEC5HS4CS4NMAQYZQWWUMEMKAPZQ B00C5K8D5W 5.0 2019-03-15
AFUW4555ZVZD4WKWB7KSB2O7BMKQ B001C0DJL4 5.0 2013-12-23
AH5PZO7GSNO47LT4CDXZXZRWRIGQ B00S9Q9VS4 5.0 2015-10-27
AEMWZ2AZ2QIO2FT3UP4MLHHYB5XA B005LFT3QG 5.0 2012-07-15
AHKCNURBATSF46V234GSNF6PYIWQ B007JTKLEK 5.0 2013-09-21
AHNXCNOCP7EYEL6SQKFDFX4JEI2A B00LJO86JI 5.0 2017-03-18
AER34WI6LPXE3IFBA65BQDB4MQYA B00KG3K9AM 5.0 2016-05-06
AEP2NEDRODTCLAYBS3FR7BH5NZEA B00NH12O5I 5.0 2013-01-03
AGVNRZM7TQJWFN7EKTMYIQDDWXBQ B007BJHETS 4.0 2014-04-25
AG2LSJI2NG4XT2IWXZQS6G7BTMYA B00LS31KQG 2.0 2018-10-03
AGNQGCC22TLUP24RB2ATSIGKAU2A B00SOL9Z1M 5.0 2017-11-18
AGKGJJXFW5DTOY6A3JE4WZUS7CMA B0090CVJZ4 4.0 2013-11-04
AE6AZIXBNAPQFOMGTE6TWDBHCMOA B017IGERDE 4.0 2020-01-27
AEMB3MASV4RV2XXFYTPBQULPP2JA B017IGERDE 4.0 2017-12-14
AFBDQXQZPE2DCFPXRXSNOBIDLZ2A B0134EU9YA 5.0 2019-08-15
AGR4AOI7DPV4IO45YAK6PZCA3IIQ B004W7HEMO 3.0 2013-10-01
AFFWB6ZFTZTSQTVPTXDUDV3J2R5A B0092PZZLS 5.0 2018-11-28
AHRW56T227BGHY4BL5DPU6EEXCTQ B0043A1F4S 4.0 2010-11-08
AEGLENP5KD3DU3XP5WGQWQPGXUZA B000UZL0YU 5.0 2013-11-18
AFAQFOZ5HVRCKBOGM3BLVELSX25A B001TH7GVO 5.0 2013-08-08
AEVWWTSHDVEZYBDODIOZCAGDS2QA B004AM624C 4.0 2015-02-15
AFFMYWQ4LKWQMW4QTC7IIPKGNDNQ B00CO2D4Q4 5.0 2016-01-06
AFEMCZFSOQ7A7S5D2P2RSGTKJLIQ B00OTJZNI2 5.0 2020-03-14
AHA7DD4J5UYKITWAQJDFIYQEZ3OA B00GZ1TZEK 5.0 2015-07-25
AGXGAC5ZEBPGP3Z4PLLPE6LTTCOA B01DLMD5O6 5.0 2018-12-18
AFPUNWPX2RCVO6EA332RTKXXKYXQ B00BBD7NFU 3.0 2016-11-07
AH4UOWXXMC2D2O7OWUZOUHXDOUKQ B00S51XHUQ 4.0 2018-06-15
AHAOA3QSSH7OSFKX32HXWKJPD5YA B0000632H7 4.0 2016-01-19
AGNW4VNDEGEFXFZIPKYYJARCVFRQ B00NH12O5I 5.0 2018-02-02
AGGVP3PBMSEMREOHTAVKD2IHYGNA B002AQSTXM 2.0 2017-10-26
AEAQADN2RKSOQMVGLRWVVRN4O5UA B00VWEK4IG 5.0 2019-09-09
AGZ6Y2I5ZNYJM7TR7PHR7KBH4QYA B00S51XHUQ 5.0 2019-02-08
AEYJTO62JSOSZVME7HQISJ6U7MDQ B01D5H8MKY 4.0 2019-12-11
AFC5QQFWUK7FGZ3QVKN4WCE45IKA B00SIYUBMC 5.0 2014-08-25
AHIXJLZKACPP6ANYEYWYQ5JFHCTQ B0026S0QYE 5.0 2014-07-02
AF3LG5ERDIQRXBVNEUQN6BKFFIMQ B000O2KIMO 5.0 2018-07-07
AH5RF6VS57ZTHAXDB2FR6NMVGRBA B00PPQIE5M 5.0 2015-06-29
AHSUMQTFA4ORGQAUOMEDHTAGDQ3Q B00APCMMEK 5.0 2014-09-26
AGX724ZVPWKEX6L5HD6UNR2ODFHA B00P736UEU 5.0 2016-04-09
AHNWKMTNQ23MBNSYP3NYH43M2IUQ B0001IM95U 4.0 2015-08-18
AFR7UEFZHZ4FWH3GKZCT4TMGM57Q B007WTAJTO 5.0 2019-02-07
AFEGXZUQ75XWS5LHY7G7J3SRRGAQ B006JINHYS 5.0 2013-06-22
AG6L57CCH5DLWDSNMBYNA4RCIB3A B00GARWQX6 5.0 2014-05-08
AEPV7SIRTCSBPAOFNEQYUX2QD2NA B00BEZZBFO 5.0 2014-05-29
AFWPFUBZLZTRFAUZJ6Y57BW4ABKA B0096LZ5QI 5.0 2013-09-04
AEZUFQOQ7QEXHJ254Z5DB5P3HSWA B00MYTSN18 4.0 2016-03-25
AGZ6UMAHFNT6YE4CPUE4RN6XCLXQ B00NH134L6 5.0 2014-03-26
AGOJKYTOVFQ5WU3EAK2HPIL7ZVFQ B000BH5OUI 5.0 2014-09-27
AHROIWAPZUJY5QRNFVN2ZW7VSJVQ B00L3KNZZ8 5.0 2016-10-16
AFOUUSPM7I5IHPGGL47JI7CBV6RQ B006KCX0UE 5.0 2014-05-21
AE4CJ5S4WZRLK3KBNK3PMP4MDVDA B01EK87A82 5.0 2016-11-06
AHTEUINVSLCIMGRS7VZ6GS72CSZQ B009OBCAW2 5.0 2015-10-15
AHSFCYLGFOHKG26IVKDIXWQPZWAA B005LFT3QG 5.0 2012-08-24
AF7JCICDGYXKPN3QCX4QRU53E7CQ B006JINHYS 4.0 2014-11-04
AFDLBBTEJZC572HALBXUT757JN2Q B00M8ABHVQ 5.0 2016-09-16
AHNWKMTNQ23MBNSYP3NYH43M2IUQ B004W7HEMO 3.0 2011-01-22
AHFYCZD4MHM2QQALXMZECDTMWFIQ B00B1862X4 5.0 2020-06-26
AHVGKKCFPVWA36X6DTE646QVOYHA B00006B7DA 3.0 2015-02-17
AHW3ZV73AGGPHGP2DYVTSSG74C6Q B00MQ97QGE 5.0 2019-07-13
AHVTE7BFH7P3CNKRBLHRSLQ72ALQ B00CHHJQ0O 1.0 2016-05-03
AH6YCJDYUBSSI6WAU55JJGAJVO6A B002FGTWOC 5.0 2013-12-13
AGHNOES6URHANYG3BZLZU74DJXZQ B001S2PPT0 5.0 2016-09-28
AGB6M465HOXKMDFEFCGFEOEIX3YA B010R496J4 5.0 2017-10-31
AHGXWOZR6JILCE3PKCY2JFUYRE7Q B01AAKZRPW 4.0 2017-04-04
AEL23WVAZ7VDONG6G4RSOUQ3KR2A B000UZL0YU 5.0 2016-12-26
AGBJV3XW2V3EMPRQ3SFJR4ITVWTQ B001C0DJL4 5.0 2010-12-06
AF56UB2UCS6BEUIVJSNQZZKMKFPQ B00846UAZM 5.0 2015-03-08
AESYVTHXXAXB2TLWWXWY3LMNDA5Q B015S0Y50M 2.0 2014-06-10
AGNUMOTMF3UFBE7LORS3AUHPGG6A B00C5K8D5W 5.0 2018-11-30
AF5EBNZ6JGJJB4FPAG4OO5FS6YIQ B00OTJZTZE 5.0 2019-12-19
AHSDQVZERHQBN5YFRECMMDIP6ZSA B004FLJVXM 4.0 2018-01-16
AGKQ7LKGUJJJHOIJ7YYR2SDM7F2Q B00M1NEUKK 4.0 2014-11-06
AGJSOC7ATNXRYOIJJYYUTDW4ZKXQ B003N8GVUY 5.0 2017-01-10
AHOFZBQALXBROGNKPVWW6WU3TP3A B00KHZXX5C 3.0 2015-02-06
AHQPCLMOCY6TNQK6L5J3IBYBQ5CQ B00GARWQX6 3.0 2016-08-16
